firm,date,amount,party,ideology_score
TerraLine Logistics,2012-02-21,1913.68,D,-0.7679229314410365
Infinity Partners,2011-09-02,1063.31,D,-0.2896112414347556
Titan Aerospace,2010-09-27,3289.81,D,0.30257157452147504
Oakstone Industries,2018-12-07,1672.18,D,-0.4462512983276463
Orbit Semiconductor,2018-09-23,643.11,R,0.3656188092303535
Titan Aerospace,2013-02-20,479.7,D,0.30257157452147504
NextWave Semiconductor,2017-10-04,1880.4,D,0.3591266769818179
Liberty Capital,2023-07-29,774.24,R,-0.6437524832958241
Horizon Capital,2020-02-08,620.26,D,-0.5446174747209411
MetroTech Solutions,2014-03-02,1214.36,R,-0.28918774931432745
Titan Aerospace,2016-08-16,582.82,R,0.30257157452147504
Paramount Systems,2018-07-10,544.76,D,-0.6533450784599586
Equinox Manufacturing,2018-02-02,555.47,D,-0.6370463795472789
Sterling Logistics,2016-01-19,2858.32,R,-0.17547430260660823
Sterling Logistics,2022-06-11,554.95,R,-0.17547430260660823
UrbanStar Retail,2012-02-02,454.62,R,0.02898247316376057
United Semiconductor,2016-07-18,778.25,R,0.7031948302175441
Sapphire Energy,2018-07-16,1216.9,R,0.16492209036610356
Northbridge Holdings,2011-06-03,684.61,R,-0.6469534176374777
Northbridge Holdings,2011-09-23,912.6,D,-0.6469534176374777
Evercrest Systems,2023-04-27,487.08,D,-0.6911643501317529
Centurion Capital,2018-11-16,556.26,R,-0.39585349832026656
Heritage Automotive,2019-11-16,385.02,D,-0.3113024235082412
Heritage Automotive,2023-05-02,3338.8,D,-0.3113024235082412
Aurora Networks,2020-09-29,1647.08,D,-0.5046547262203107
Greenfield Manufacturing,2024-03-12,916.46,R,-0.2359265237170345
MetroTech Solutions,2016-04-15,1812.22,D,-0.28918774931432745
SummitLine Logistics,2010-08-09,209.76,D,-0.6131155245656207
BluePeak Technologies,2016-07-14,1712.3,D,-0.7292989994131897
Vertex Energy,2024-03-16,881.91,R,0.7556582113987458
Brightline Capital,2018-06-16,2141.14,D,-0.7954508682253574
Harbor Retail Group,2021-12-26,1453.19,R,0.18917697133120992
UrbanStar Retail,2010-10-29,2352.13,D,0.02898247316376057
NextWave Semiconductor,2023-04-27,3983.82,D,0.3591266769818179
Zenith Industries,2024-11-28,587.58,D,-0.3067997146495536
Cypress Health,2024-06-20,1494.87,R,-0.1277995867856065
Titan Aerospace,2019-08-28,2536.86,R,0.30257157452147504
Sterling Logistics,2021-08-20,606.62,R,-0.17547430260660823
Quantum Systems,2018-10-10,1290.8,D,-0.41357155810874113
Mosaic Consumer Goods,2017-09-26,1356.91,D,0.08298082509351284
Pioneer Energy,2017-09-11,1675.91,R,0.11750752865586686
Mosaic Consumer Goods,2012-03-10,1140.14,D,0.08298082509351284
Highland Logistics,2011-01-02,1031.51,D,-0.20675394355677812
Paramount Systems,2012-06-14,458.19,D,-0.6533450784599586
Titan Aerospace,2017-06-04,1144.66,D,0.30257157452147504
Quantum Systems,2024-02-15,875.41,D,-0.41357155810874113
Oakstone Industries,2023-10-10,1498.98,R,-0.4462512983276463
Millennium Retail Group,2014-10-26,1314.44,R,-0.26308908144152243
Ironwood Aerospace,2022-12-13,3639.14,R,0.23918635548065395
Sterling Logistics,2014-06-03,1175.97,D,-0.17547430260660823
Mosaic Consumer Goods,2024-05-02,1638.5,R,0.08298082509351284
Greenfield Manufacturing,2017-10-21,1515.73,D,-0.2359265237170345
Cypress Health,2016-09-02,2337.09,D,-0.1277995867856065
Arclight Manufacturing,2014-02-08,566.43,D,-0.6856182543666501
Evercrest Systems,2013-02-03,1121.41,D,-0.6911643501317529
Vector Automotive,2024-06-21,389.43,R,-0.2194167350229036
Orbit Semiconductor,2013-02-23,1247.89,D,0.3656188092303535
Oakstone Industries,2018-01-20,1030.53,D,-0.4462512983276463
Apex Systems,2022-08-06,605.3,D,-0.3524012410794814
UrbanStar Retail,2019-12-16,884.76,D,0.02898247316376057
MetroTech Solutions,2014-12-12,1611.22,R,-0.28918774931432745
Riverstone Technologies,2020-04-04,689.16,R,-0.23339868032552136
Vector Automotive,2012-07-16,2228.76,D,-0.2194167350229036
Vector Automotive,2010-12-07,445.28,R,-0.2194167350229036
Aspire Automotive,2010-09-22,1685.44,D,-0.35502088901491985
Highland Logistics,2023-03-10,1761.68,R,-0.20675394355677812
Vanguard Networks,2013-09-21,2184.59,D,-0.7441456161534608
Centurion Capital,2011-05-02,703.28,R,-0.39585349832026656
Vector Automotive,2017-04-05,620.19,R,-0.2194167350229036
Equinox Manufacturing,2021-07-16,6869.84,D,-0.6370463795472789
Infinity Partners,2015-07-21,387.0,D,-0.2896112414347556
Aspire Automotive,2024-03-08,943.68,D,-0.35502088901491985
Longview Energy,2012-02-02,932.49,R,0.5124859787131362
GoldenGate Networks,2020-04-13,3758.17,D,-0.5643838184211613
Zenith Industries,2021-12-27,914.37,D,-0.3067997146495536
GoldenGate Networks,2016-01-09,985.16,D,-0.5643838184211613
Greenfield Manufacturing,2022-09-12,691.16,D,-0.2359265237170345
Cobalt Holdings,2011-02-01,607.22,D,-0.34637523032738454
Summit Technologies,2012-10-14,2060.77,R,-0.6074794771416165
Orbit Semiconductor,2024-07-30,1423.52,D,0.3656188092303535
Brightline Capital,2024-09-06,2243.49,D,-0.7954508682253574
Evercrest Systems,2013-09-17,221.45,D,-0.6911643501317529
Liberty Capital,2015-04-03,504.17,D,-0.6437524832958241
Falcon Semiconductor,2015-01-27,1061.98,D,0.16770146378342482
AmeriCore Energy,2011-08-04,984.86,R,0.7811810347855594
SilverRock Solutions,2017-01-10,1493.29,D,-0.34508089355433375
Evercrest Systems,2013-03-16,1557.29,D,-0.6911643501317529
Harbor Retail Group,2024-02-02,846.28,R,0.18917697133120992
Omega Health,2014-11-15,781.9,R,-0.17762111751192633
Frontier Semiconductor,2018-08-12,669.8,D,0.5736896411960379
Cypress Health,2016-03-18,846.43,D,-0.1277995867856065
TerraLine Logistics,2023-08-18,1287.31,R,-0.7679229314410365
Riverstone Technologies,2024-10-07,4933.38,D,-0.23339868032552136
Millennium Retail Group,2018-10-15,1145.34,R,-0.26308908144152243
Riverstone Technologies,2015-05-15,5725.19,D,-0.23339868032552136
MetroTech Solutions,2011-08-05,464.47,D,-0.28918774931432745
AmeriCore Energy,2017-02-05,438.29,R,0.7811810347855594
Aurora Networks,2022-04-03,2214.71,D,-0.5046547262203107
Titan Aerospace,2011-08-21,69.75,R,0.30257157452147504
Pioneer Energy,2021-03-28,923.61,D,0.11750752865586686
Horizon Capital,2022-01-13,1428.13,D,-0.5446174747209411
NovaBridge Partners,2021-06-20,744.53,D,-0.5350259359541526
Arclight Manufacturing,2018-10-06,2435.62,D,-0.6856182543666501
PrimeHealth Corporation,2011-06-26,3864.31,D,0.09481580189139682
Brightline Capital,2011-04-20,6625.29,D,-0.7954508682253574
Redwood Partners,2023-08-28,949.63,R,-0.41854096357774834
Liberty Capital,2012-09-05,3358.16,D,-0.6437524832958241
Apex Systems,2017-10-11,1464.67,D,-0.3524012410794814
AmeriCore Energy,2018-05-05,1849.8,R,0.7811810347855594
Aurora Networks,2021-10-01,774.96,D,-0.5046547262203107
Harbor Retail Group,2011-03-31,1086.31,R,0.18917697133120992
MetroTech Solutions,2012-04-22,682.18,D,-0.28918774931432745
Infinity Partners,2021-05-31,1551.1,D,-0.2896112414347556
Apex Systems,2020-07-31,1952.6,R,-0.3524012410794814
Evercrest Systems,2024-09-15,2864.35,D,-0.6911643501317529
Sapphire Energy,2022-10-27,316.49,R,0.16492209036610356
Evercrest Systems,2015-01-03,1366.1,R,-0.6911643501317529
Paramount Systems,2020-06-07,441.33,D,-0.6533450784599586
Everton Technologies,2022-05-28,2029.62,R,-0.37360829603310824
Mosaic Consumer Goods,2016-10-25,481.03,R,0.08298082509351284
Omega Health,2021-01-24,986.25,D,-0.17762111751192633
Horizon Capital,2015-07-02,2029.7,D,-0.5446174747209411
Crescent Automotive,2017-10-08,952.55,R,-0.7791419463933508
Zenith Industries,2012-05-01,5097.03,D,-0.3067997146495536
Ironwood Aerospace,2011-05-06,590.53,R,0.23918635548065395
Crescent Automotive,2018-05-10,2961.47,D,-0.7791419463933508
Mosaic Consumer Goods,2019-10-04,336.5,D,0.08298082509351284
NorthStar Retail Group,2017-01-24,714.98,D,-0.21768137947876254
Orbit Semiconductor,2017-02-18,2726.62,D,0.3656188092303535
Highland Logistics,2023-02-11,577.9,R,-0.20675394355677812
Sterling Logistics,2019-02-13,515.51,R,-0.17547430260660823
Atlas Health,2012-09-09,801.75,D,-0.3304489338964671
Frontier Semiconductor,2023-07-14,3971.61,R,0.5736896411960379
Summit Technologies,2015-07-27,1813.06,D,-0.6074794771416165
Cypress Health,2013-11-25,506.48,R,-0.1277995867856065
Pioneer Energy,2022-05-04,2861.14,D,0.11750752865586686
Redwood Partners,2014-06-12,1692.28,R,-0.41854096357774834
SummitLine Logistics,2011-09-07,328.03,D,-0.6131155245656207
Pioneer Energy,2012-11-21,393.36,D,0.11750752865586686
Frontier Semiconductor,2010-12-16,1981.66,D,0.5736896411960379
Mosaic Consumer Goods,2018-11-10,2693.32,R,0.08298082509351284
MetroTech Solutions,2014-10-25,1430.78,R,-0.28918774931432745
Arclight Manufacturing,2019-03-30,711.17,D,-0.6856182543666501
Millennium Retail Group,2013-01-29,527.42,D,-0.26308908144152243
Sapphire Energy,2024-02-24,2904.82,R,0.16492209036610356
Paramount Systems,2018-01-20,430.79,D,-0.6533450784599586
EaglePeak Aerospace,2021-04-08,888.3,R,0.6649897912920661
Greenfield Manufacturing,2014-11-30,623.59,D,-0.2359265237170345
Pioneer Energy,2011-04-04,1417.75,D,0.11750752865586686
Aspire Automotive,2013-11-24,1907.44,D,-0.35502088901491985
Oakstone Industries,2018-01-18,476.04,R,-0.4462512983276463
Arclight Manufacturing,2022-09-25,1598.55,D,-0.6856182543666501
Vector Automotive,2010-11-07,1166.03,R,-0.2194167350229036
Frontier Semiconductor,2020-09-20,1242.11,R,0.5736896411960379
Apex Systems,2017-08-23,2226.37,D,-0.3524012410794814
Equinox Manufacturing,2012-06-27,1460.28,R,-0.6370463795472789
Cobalt Holdings,2024-11-07,920.63,D,-0.34637523032738454
GoldenGate Networks,2013-07-14,820.78,D,-0.5643838184211613
BluePeak Technologies,2022-08-09,1362.31,D,-0.7292989994131897
Vanguard Networks,2024-12-05,1356.02,D,-0.7441456161534608
PrimeHealth Corporation,2016-08-09,633.32,D,0.09481580189139682
Aurora Networks,2022-09-23,1970.53,R,-0.5046547262203107
Summit Technologies,2023-09-18,350.11,R,-0.6074794771416165
SilverRock Solutions,2017-06-05,426.83,D,-0.34508089355433375
Omega Health,2024-04-08,836.86,R,-0.17762111751192633
Millennium Retail Group,2017-07-13,3535.51,D,-0.26308908144152243
Highland Logistics,2017-11-11,352.04,R,-0.20675394355677812
Skyline Retail,2019-10-30,1448.2,D,-0.22364750236744266
BluePeak Technologies,2018-06-30,553.48,D,-0.7292989994131897
Cypress Health,2022-12-19,437.23,D,-0.1277995867856065
TerraLine Logistics,2010-10-01,601.5,D,-0.7679229314410365
Riverstone Technologies,2017-09-01,795.99,R,-0.23339868032552136
Northbridge Holdings,2023-08-16,864.28,D,-0.6469534176374777
Millennium Retail Group,2014-04-06,492.02,D,-0.26308908144152243
Sapphire Energy,2015-12-14,2943.8,D,0.16492209036610356
NorthStar Retail Group,2013-06-12,1878.4,R,-0.21768137947876254
Liberty Capital,2024-11-06,969.49,D,-0.6437524832958241
Zenith Industries,2011-11-03,627.56,D,-0.3067997146495536
EaglePeak Aerospace,2020-12-20,748.48,D,0.6649897912920661
Infinity Partners,2014-02-23,373.52,D,-0.2896112414347556
Evercrest Systems,2015-11-27,826.36,D,-0.6911643501317529
Highland Logistics,2011-05-20,699.63,D,-0.20675394355677812
Crescent Automotive,2017-09-17,1366.43,D,-0.7791419463933508
Paramount Systems,2021-09-20,1643.07,D,-0.6533450784599586
Sapphire Energy,2016-09-14,1229.35,D,0.16492209036610356
Frontier Semiconductor,2022-10-26,1308.98,R,0.5736896411960379
Titan Aerospace,2013-10-01,329.84,D,0.30257157452147504
Ironwood Aerospace,2019-10-07,503.46,D,0.23918635548065395
BlueRiver Manufacturing,2015-10-14,2754.45,D,-0.7814248212212955
Greenfield Manufacturing,2017-04-25,877.45,D,-0.2359265237170345
Cobalt Holdings,2023-12-23,737.22,R,-0.34637523032738454
PrimeHealth Corporation,2013-04-29,929.92,R,0.09481580189139682
Vector Automotive,2012-04-07,3522.24,D,-0.2194167350229036
NextWave Semiconductor,2019-03-21,1170.54,R,0.3591266769818179
Skyline Retail,2010-11-03,1049.15,R,-0.22364750236744266
Oakstone Industries,2019-01-04,367.65,R,-0.4462512983276463
Summit Technologies,2011-02-08,4771.58,D,-0.6074794771416165
Omega Health,2017-07-30,704.28,D,-0.17762111751192633
SummitLine Logistics,2012-03-15,258.63,D,-0.6131155245656207
Everton Technologies,2017-03-13,430.56,R,-0.37360829603310824
Longview Energy,2019-11-28,1259.44,R,0.5124859787131362
Ironwood Aerospace,2021-08-02,883.39,D,0.23918635548065395
Everton Technologies,2021-10-04,646.38,D,-0.37360829603310824
Millennium Retail Group,2018-04-06,889.49,D,-0.26308908144152243
SummitLine Logistics,2010-09-08,219.47,D,-0.6131155245656207
Redwood Partners,2020-08-23,1258.05,D,-0.41854096357774834
PrimeHealth Corporation,2015-10-20,346.51,D,0.09481580189139682
Omega Health,2014-12-19,1681.94,D,-0.17762111751192633
TerraLine Logistics,2021-07-06,399.09,D,-0.7679229314410365
Pioneer Energy,2013-11-19,1058.02,D,0.11750752865586686
United Semiconductor,2016-11-07,470.15,R,0.7031948302175441
Equinox Manufacturing,2018-06-12,1476.59,D,-0.6370463795472789
Cobalt Holdings,2021-09-05,627.38,D,-0.34637523032738454
SummitLine Logistics,2024-11-09,1214.65,D,-0.6131155245656207
Vertex Energy,2016-05-04,1315.11,R,0.7556582113987458
Brightline Capital,2016-03-14,1060.99,D,-0.7954508682253574
Zenith Industries,2024-08-11,503.13,R,-0.3067997146495536
Brightline Capital,2011-04-11,1127.02,D,-0.7954508682253574
Paramount Systems,2017-03-03,2048.32,D,-0.6533450784599586
Titan Aerospace,2016-08-18,352.91,R,0.30257157452147504
Skyline Retail,2023-01-29,709.7,D,-0.22364750236744266
Equinox Manufacturing,2014-12-27,1954.25,D,-0.6370463795472789
Titan Aerospace,2013-10-24,1667.22,R,0.30257157452147504
Vertex Energy,2020-07-23,1210.81,R,0.7556582113987458
Aurora Networks,2014-02-08,2024.83,D,-0.5046547262203107
Titan Aerospace,2015-01-04,1391.94,D,0.30257157452147504
Omega Health,2018-05-03,471.55,D,-0.17762111751192633
Skyline Retail,2011-03-16,1043.85,D,-0.22364750236744266
Everton Technologies,2020-08-04,1414.09,D,-0.37360829603310824
Millennium Retail Group,2021-11-19,262.48,R,-0.26308908144152243
Brightline Capital,2014-06-29,1852.72,D,-0.7954508682253574
Heritage Automotive,2020-04-06,2677.24,D,-0.3113024235082412
Crescent Automotive,2020-12-08,3538.96,D,-0.7791419463933508
Heritage Automotive,2010-02-08,379.25,D,-0.3113024235082412
Highland Logistics,2013-07-21,1599.22,R,-0.20675394355677812
MetroTech Solutions,2019-09-23,1613.05,D,-0.28918774931432745
Zenith Industries,2010-02-08,931.61,D,-0.3067997146495536
Summit Technologies,2010-02-03,1139.05,D,-0.6074794771416165
Zenith Industries,2021-04-16,852.79,D,-0.3067997146495536
PrimeHealth Corporation,2021-09-02,2950.83,R,0.09481580189139682
United Semiconductor,2013-01-01,850.37,R,0.7031948302175441
Heritage Automotive,2013-09-12,1046.08,D,-0.3113024235082412
Arclight Manufacturing,2012-12-10,943.54,D,-0.6856182543666501
Ironwood Aerospace,2018-03-23,1248.39,D,0.23918635548065395
Equinox Manufacturing,2011-02-03,583.87,D,-0.6370463795472789
United Semiconductor,2010-06-11,1922.63,D,0.7031948302175441
Liberty Capital,2022-04-11,933.31,D,-0.6437524832958241
Skyline Retail,2024-02-20,279.61,D,-0.22364750236744266
Apex Systems,2016-01-21,1949.24,R,-0.3524012410794814
Centurion Capital,2014-06-25,607.87,D,-0.39585349832026656
Horizon Capital,2019-03-11,1135.49,D,-0.5446174747209411
Riverstone Technologies,2020-10-12,2089.9,R,-0.23339868032552136
Heritage Automotive,2021-01-30,365.56,R,-0.3113024235082412
Crescent Automotive,2012-04-09,1576.42,D,-0.7791419463933508
Infinity Partners,2012-03-28,694.2,R,-0.2896112414347556
SummitLine Logistics,2017-01-05,502.91,R,-0.6131155245656207
Falcon Semiconductor,2018-01-07,1389.21,D,0.16770146378342482
Infinity Partners,2012-02-01,3654.31,D,-0.2896112414347556
Evercrest Systems,2020-03-28,580.83,D,-0.6911643501317529
Longview Energy,2019-06-17,1697.78,D,0.5124859787131362
TerraLine Logistics,2011-04-26,691.4,D,-0.7679229314410365
Cobalt Holdings,2022-10-05,857.14,R,-0.34637523032738454
Titan Aerospace,2023-09-18,2008.93,R,0.30257157452147504
Pioneer Energy,2020-12-12,2724.7,D,0.11750752865586686
Atlas Health,2024-09-09,1016.33,D,-0.3304489338964671
Greenfield Manufacturing,2022-12-07,2781.77,R,-0.2359265237170345
BluePeak Technologies,2023-11-13,729.84,D,-0.7292989994131897
Sterling Logistics,2024-11-20,1854.5,D,-0.17547430260660823
Titan Aerospace,2010-04-06,3700.81,R,0.30257157452147504
TerraLine Logistics,2021-02-13,1110.54,D,-0.7679229314410365
Everton Technologies,2017-06-03,1710.32,R,-0.37360829603310824
Longview Energy,2019-01-17,431.13,R,0.5124859787131362
SummitLine Logistics,2020-01-19,856.48,D,-0.6131155245656207
Frontier Semiconductor,2021-02-26,1020.32,D,0.5736896411960379
Omega Health,2022-07-01,486.88,D,-0.17762111751192633
Quantum Systems,2023-11-20,316.95,R,-0.41357155810874113
Zenith Industries,2020-03-26,1110.56,R,-0.3067997146495536
Heritage Automotive,2020-03-11,550.7,D,-0.3113024235082412
Heritage Automotive,2024-09-27,1440.81,D,-0.3113024235082412
Evercrest Systems,2024-03-18,660.29,D,-0.6911643501317529
Paramount Systems,2011-01-11,1198.26,D,-0.6533450784599586
Infinity Partners,2019-03-07,238.67,R,-0.2896112414347556
Sterling Logistics,2018-10-24,723.93,R,-0.17547430260660823
Ironwood Aerospace,2012-06-01,3616.54,R,0.23918635548065395
Aspire Automotive,2020-02-08,1751.21,D,-0.35502088901491985
Mosaic Consumer Goods,2011-02-02,1093.35,D,0.08298082509351284
Quantum Systems,2021-05-27,2408.81,D,-0.41357155810874113
Horizon Capital,2012-11-17,437.12,D,-0.5446174747209411
Sterling Logistics,2021-04-22,3069.63,R,-0.17547430260660823
Millennium Retail Group,2017-09-09,1692.14,D,-0.26308908144152243
Riverstone Technologies,2021-06-28,518.16,D,-0.23339868032552136
Brightline Capital,2022-06-01,1192.34,D,-0.7954508682253574
Zenith Industries,2017-09-29,323.59,R,-0.3067997146495536
Arclight Manufacturing,2024-04-14,3325.65,D,-0.6856182543666501
Greenfield Manufacturing,2023-01-27,2242.68,D,-0.2359265237170345
Vector Automotive,2021-12-22,2379.39,D,-0.2194167350229036
Riverstone Technologies,2012-05-22,997.84,D,-0.23339868032552136
Pioneer Energy,2016-06-05,297.45,R,0.11750752865586686
Titan Aerospace,2016-08-14,4093.74,R,0.30257157452147504
Ironwood Aerospace,2015-05-01,2129.24,D,0.23918635548065395
UrbanStar Retail,2024-11-26,1814.82,D,0.02898247316376057
Liberty Capital,2022-05-21,2518.24,D,-0.6437524832958241
Liberty Capital,2019-12-09,499.21,R,-0.6437524832958241
Vertex Energy,2018-04-01,1906.72,R,0.7556582113987458
Aspire Automotive,2014-05-05,1566.13,D,-0.35502088901491985
Riverstone Technologies,2013-08-11,764.7,D,-0.23339868032552136
PrimeHealth Corporation,2024-01-11,3931.82,D,0.09481580189139682
Centurion Capital,2022-05-04,351.92,D,-0.39585349832026656
Cypress Health,2014-02-15,1854.72,R,-0.1277995867856065
AmeriCore Energy,2022-01-17,1108.28,R,0.7811810347855594
GoldenGate Networks,2017-06-11,716.51,R,-0.5643838184211613
Heritage Automotive,2021-11-24,279.51,D,-0.3113024235082412
EaglePeak Aerospace,2023-10-07,553.81,D,0.6649897912920661
Arclight Manufacturing,2022-02-12,2617.92,D,-0.6856182543666501
BluePeak Technologies,2019-12-30,512.08,D,-0.7292989994131897
MetroTech Solutions,2021-07-11,1982.89,R,-0.28918774931432745
Frontier Semiconductor,2011-06-21,1148.19,D,0.5736896411960379
Ironwood Aerospace,2022-01-23,990.72,D,0.23918635548065395
Vertex Energy,2020-04-19,1556.74,R,0.7556582113987458
Equinox Manufacturing,2022-11-24,2439.39,D,-0.6370463795472789
SummitLine Logistics,2024-02-19,682.93,D,-0.6131155245656207
GoldenGate Networks,2023-11-14,1232.33,D,-0.5643838184211613
Harbor Retail Group,2011-08-18,1546.41,D,0.18917697133120992
Cypress Health,2019-10-26,844.6,D,-0.1277995867856065
Mountain Ridge Industries,2021-12-19,1582.76,R,-0.12995084945525315
SilverRock Solutions,2022-03-29,574.56,R,-0.34508089355433375
Riverstone Technologies,2024-07-13,291.64,D,-0.23339868032552136
